;lastpage;seed;age;colorVision;gender;gender[other];experienceAI_none;experienceAI_media;experienceAI__privateLife;experienceAI_work;experienceAI_relatedCourse;experienceAI_research;experienceAI_other;experienceHealth_none;experienceHealth_interested;experienceHealth_work;experienceHealth_doctor;experienceHealth_pulmonologist;experienceHealth_research;experienceHealth_xRays;experienceHealth_other;outcomeAI[1];condition;slider1;ownPrediction1;ownConfidence1[howConfident];aiPrediction1;confidence1[howConfident];justification1;slider2;ownPrediction2;ownConfidence2[howConfident];aiPrediction2;confidence2[howConfident];justification2;slider3;ownPrediction3;ownConfidence3[howConfident];aiPrediction3;confidence3[howConfident];justification3;slider4;ownPrediction4;ownConfidence4[howConfident];aiPrediction4;confidence4[howConfident];justification4;slider5;ownPrediction5;ownConfidence5[howConfident];aiPrediction5;confidence5[howConfident];justification5;slider6;ownPrediction6;ownConfidence6[howConfident];aiPrediction6;confidence6[howConfident];justification6;slider7;ownPrediction7;ownConfidence7[howConfident];aiPrediction7;confidence7[howConfident];justification7;slider8;ownPrediction8;ownConfidence8[howConfident];aiPrediction8;confidence8[howConfident];justification8;slider9;ownPrediction9;ownConfidence9[howConfident];aiPrediction9;confidence9[howConfident];justification9;slider10;ownPrediction10;ownConfidence10[howConfident];aiPrediction10;confidence10[howConfident];justification10;slider11;ownPrediction11;ownConfidence11[howConfident];aiPrediction11;confidence11[howConfident];justification11;slider12;ownPrediction12;ownConfidence12[howConfident];aiPrediction12;confidence12[howConfident];justification12;featurePneumonia;featureHealthy;explSatisfaction_makeDecision;explSatisfaction_satisfying;explSatisfaction_detail;explSatisfaction_complete;explSatisfaction_usefulToPredictAi;explSatisfaction_trust;TrustRating_trust;TrustRating_rely;CompetenceRating[1];EmotionRating_Anger;EmotionRating_Easygoing;EmotionRating_Happy;EmotionRating_ChilledOut;EmotionRating_Mad;EmotionRating_Satisfaction;EmotionRating_Calm;EmotionRating_Relaxation;EmotionRating_Enjoyment;EmotionRating_Pissed;EmotionRating_Liking;PracticalApplRating[1];PracticalApplAreas_additionToMedicalPersonel;PracticalApplAreas_diagnosis;PracticalApplAreas_supportForMedicalExplanation;PracticalApplAreas_routineExaminations;PracticalApplAreas_screeningAtHome;PracticalApplAreas_other;comment;totalTime;predictionTime1;predictionTime2;predictionTime3;predictionTime4;predictionTime5;predictionTime6;predictionTime7;predictionTime8;predictionTime9;predictionTime10;predictionTime11;predictionTime12;lastPageTime;ownPrediction1_correct;ownPrediction2_correct;ownPrediction3_correct;ownPrediction4_correct;ownPrediction5_correct;ownPrediction6_correct;ownPrediction7_correct;ownPrediction8_correct;ownPrediction9_correct;ownPrediction10_correct;ownPrediction11_correct;ownPrediction12_correct;aiPrediction1_correct;aiPrediction2_correct;aiPrediction3_correct;aiPrediction4_correct;aiPrediction5_correct;aiPrediction6_correct;aiPrediction7_correct;aiPrediction8_correct;aiPrediction9_correct;aiPrediction10_correct;aiPrediction11_correct;aiPrediction12_correct;correctOwnPredictionsTotal;correctAiPredictionsTotal;ignored_sliders;ownPred=AiPred;correct_own_Predictions_percent;correct_Ai_Predictions_percent;correct_Predictions_ForWrongAi_percent;correct_Predictions_ForCorrectAi_percent;meanConfidence;correctMeanConfidence;falseMeanConfidence;TimePrediction_mean;explSatisfaction_mean;Trust_mean;Anger_mean;Happy_mean;Relaxation_mean
194;18;1182512124;35.0;N;1.0;;;Y;Y;;;;;Y;;;;;;;;3.0;2;1.0;sick;4.0;sick;4.0;I believe it's similar to the example pictures.;1.0;sick;5.0;sick;5.0;A very cloudy picture, also showing a counterexample by moving the slider shows a very clear picture.;1.0;sick;5.0;sick;5.0;There's a fair bit of cloudiness in a clear picture (although the amount of space isn't perfect).  I also notice that in the counterexample the AI seems to highlight the heart on the left (the right side of the screen) more than I'd imagine it.;1.0;sick;4.0;sick;5.0;"Less sure about this one, there seems to be less area to easily examine.  But I do think there's a bit of ""branching"" in the original picture, and the AI counterexample seems to get rid of it as well.";1.0;sick;5.0;sick;5.0;Same as previous example, also notice that even the counterexample picture has some clouding.;1.0;sick;5.0;sick;5.0;A bit trickier but there does seem some cloudiness on the inner part of the lungs, and the slider counterexample shows a much more clear lung picture as well.;1.0;sick;3.0;healt;5.0;This is one where I'm second-guessing myself.  There is cloudiness but I'm thinking it may just be more noticeable because of the total picture area (seems zoomed in).  The AI expects there to be much more cloudiness for it to be pneumonia.;1.0;healt;4.0;healt;4.0;I believe this is another picture with a clear comparison to the examples.;1.0;healt;5.0;healt;5.0;I think because of all the blank black area the AI sees it as clear well.  This one is interesting for me because to me there seems to be a more cloudy image which I'm assuming is an artifact of it being three dimensional (it's almost a slight mottled overlay on top).;1.0;sick;3.0;healt;5.0;It's a very muddled picture with seemingly less space but I think there's cloudiness comparable to the quality.   Also, for the AI, I can see in the counterexample that it introduces much more cloudiness to it.  This is the first one I'm at odds against the AI if I guess the AI's prediction correctly.;1.0;healt;4.0;healt;5.0;Not just branching, it really seems the AI expects an image of pneumonia to be significantly brighter which you can see with the counterexample.;1.0;healt;5.0;healt;5.0;This one is hard, as a whole it definitely looks dark and clear but there is a slight area on the right side (the left side of the screen) that seems murky.  I think because the rest is so clear both the AI (more or less) and I are interpreting the lung with no pneumonia.;Cloudiness, especially in areas on the lower insider of the lung.  Because it's a three-dimensional model I think it also expects a lighter image on parts that come through the image where it would be the front of the lungs.;Overall darkness plays a big part, I'm also wondering if it detects (more or less) the amount of area that is clearly visible even on a lung with pneumonia.;4.0;4.0;4.0;3.0;5.0;5.0;4.0;4.0;9.0;1.0;2.0;5.0;1.0;1.0;5.0;2.0;1.0;4.0;1.0;4.0;4.0;Y;Y;Y;Y;;;I was a little confused on how much I should rely on using the slider to determine the AI's decision.  I'm also personally curious what were the correct answers on the ones the AI and I disagreed on!;2032.75;65.86;74.87;121.7;105.56;78.01;115.29;111.44;49.0;153.42;187.93;97.03;166.48;366.65;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;12;0;0.8333333333333334;0.5;1.0;1.0;1.0;4.833333333333333;4.833333333333333;NaN;110.54916666666666;4.166666666666667;4.0;1.0;4.5;1.5
195;18;200731708;36.0;N;2.0;;;Y;;;;;;Y;;;;;;;;5.0;2;1.0;sick;7.0;sick;7.0;I think from looking at the picture it looks liek the patient has pneumonia;1.0;sick;7.0;sick;7.0;I don'r know it looks like pneumonia;1.0;sick;7.0;sick;7.0;No idea.  I have no idea what i'm looking at ;1.0;healt;7.0;healt;7.0;I don't think the person has pneumonia;1.0;sick;7.0;sick;7.0;It looks cloudy ;1.0;sick;7.0;sick;7.0;I think it looks like pneumonia ;1.0;sick;7.0;sick;7.0;I have no idea ;1.0;healt;7.0;healt;7.0;I have no idea ;1.0;healt;7.0;healt;6.0;i don't know ;1.0;sick;7.0;sick;7.0;I think it's cloudy enoughto know that ;1.0;sick;7.0;sick;7.0;It seems like the right choice ;1.0;healt;7.0;healt;7.0;It doesn't look like pneumonia;The couldyness in the picture;I have no idea what it looks for if im honest ;1.0;3.0;1.0;1.0;1.0;1.0;4.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;3.0;2.0;1.0;1.0;1.0;5.0;Y;;;;;;none;777.95;65.56;28.13;39.3;48.3;25.45;28.95;20.73;34.82;22.69;33.78;30.64;22.51;114.71;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;8;8;0;1.0;0.6666666666666666;0.6666666666666666;0.5;0.8333333333333334;6.916666666666667;6.875;7.0;33.405;1.3333333333333333;4.0;1.0;1.75;1.75
196;18;1628924071;34.0;N;1.0;;;Y;;;;;;;Y;;;;;;;4.0;2;1.0;sick;6.0;sick;6.0;Left image is far cloudier and the lungs do not appear to be clear.;1.0;sick;3.0;sick;3.0;I think the AI will detect that the left image is foggy around the lungs. But I can't tell if that's pneumonia or something else.;1.0;sick;6.0;sick;5.0;I think the AI will see that the tubes in the lungs are lit up in the left image.;1.0;sick;4.0;healt;3.0;I can't easily tell! But I think the first image might be suffering very slightly... I think the AI might not pick up on this, because the right image looks more like the kind of images the AI is looking for.;1.0;sick;6.0;sick;6.0;Image on the left shows the tube in the lungs more vividly, suggesting they are not free of material.;1.0;sick;5.0;healt;3.0;It might be fooled by the overall brightness of the image. I am not certain. ;1.0;sick;5.0;sick;5.0;I think the AI will see that the lungs are very cloudy.;1.0;sick;4.0;healt;6.0;Pretty sure the AI will see these lungs as clear because there's little fogginess or cloudiness. But I have a bad feeling about the lit up tubes in the lungs. I'm erring on the side of caution I think this person might have pneumonia.;1.0;healt;6.0;healt;6.0;Again, I think the AI will correctly identify the darkness of the lungs as being clear.;1.0;sick;5.0;sick;3.0;The X-ray seems to show less of the lungs and more of the abdomen. This could confuse the AI, I think they will think this is pneumonia. Saying that, the lungs look foggy, I think it is pneumonia.;1.0;healt;5.0;healt;6.0;I think the AI will see the lungs are clearer because they are darker and the tubes aren't defined.;1.0;healt;7.0;healt;7.0;I think this one is a clear picture, the AI should see that the lungs are clear.;Cloudiness and fogginess particularly;Dark areas and contrast particularly the lungs;4.0;3.0;3.0;3.0;4.0;4.0;3.0;2.0;7.0;1.0;5.0;3.0;5.0;1.0;2.0;5.0;4.0;2.0;1.0;2.0;5.0;Y;;;;Y;;It's a fantastic idea to use AI to help speed up medical practise making it more affordable and accessible. But I think people need to always have the option to escalate concerns to a professional physician and random quality checks should be continuously carried out. The idea of AI online providing a free healthcare service for people from home is good. But it must be used to increase quality of care, not increase profits!;1817.88;123.18;81.87;59.42;98.9;91.03;87.75;42.36;86.63;49.06;205.35;48.87;42.6;337.72;1;1;1;0;0;0;0;0;1;1;0;0;1;1;1;0;1;0;0;1;1;0;1;1;5;8;0;0.75;0.4166666666666667;0.6666666666666666;0.5;0.8333333333333334;4.916666666666667;5.625;3.5;84.75166666666668;3.5;2.5;1.0;2.25;4.75
197;18;344759138;41.0;N;1.0;;;Y;Y;;;;;Y;;;;;;;;3.0;2;1.0;sick;5.0;sick;5.0;I think the AI decided this person is suffering from pneumonia because the xray is cloudy, and modifying the image clears it up.;1.0;sick;6.0;sick;6.0;Because the image looks very solid, and then clears up when i slide the slider to the right, I think the AI would say this person has pneumonia.;1.0;sick;6.0;sick;6.0;I predict that the AI would say this person is suffering from pneumonia because the image clearly has more obstruction when the slider is in the leftmost position, and clears up when sid to the right.;1.0;sick;4.0;sick;5.0;I think the AI will say this person has pneumonia based on the slider clearing up the image when pushed to the right.;1.0;sick;6.0;sick;6.0;I would assume that the AI would say this person is suffering from pneumonia because the image is more solid or cloudy at the leftmost position, and pushing the slider to the right clears up the image.;1.0;sick;5.0;sick;6.0;By pushing the slider to the right, the image clears up dramatically. so based on this, I predict that AI will say that this person is suffering from pneumonia.;1.0;healt;4.0;healt;5.0;I predict the AI made the decision that this person does not have pneumonia because sliding the slider the right makes the image solid and cloudy.;1.0;healt;5.0;healt;6.0;My prediction is that AI will say this person is not suffering from pneumonia because the lungs look clear, and pushing the slider to the right makes the image more solid. ;1.0;healt;4.0;healt;5.0;I predict that the AI has decided this person is not suffering from pneumonia based solely on the fact that sliding the slider to the right makes the image much more solid and cloudy.;1.0;sick;4.0;healt;4.0;My prediction that the AI has decided this person is not suffering from pneumonia is based on the fact that sliding the slider to the right makes the image more solid. ;1.0;healt;5.0;healt;5.0;I would guess that the AI would say this person is not suffering from pneumonia because the image is fairly clear, and sliding the slider to the right makes the image very cloudy.;1.0;healt;6.0;healt;6.0;My assumption would be that the AI would say this person is not suffering from pneumonia because the image looks very clear, and sliding the slider to the right makes the image more solid.;I think the AI is paying attention to how dark or light the image is. If the image is lighter and more solid, I think the AI will say that this person has pneumonia.;When predicting if the lungs are healthy, I think the AI is paying attention to how dark the image is. The more dark areas in the image, the more clear the lungs. ;3.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;6.0;1.0;3.0;2.0;3.0;1.0;2.0;3.0;2.0;2.0;1.0;2.0;4.0;Y;Y;Y;;;;;2741.53;166.96;139.94;122.3;122.24;138.83;110.61;102.19;115.97;128.88;202.15;139.59;128.97;465.46;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;7;12;0;0.9166666666666666;0.5833333333333334;1.0;1.0;1.0;5.416666666666667;5.416666666666667;NaN;134.88583333333335;3.5;3.0;1.0;2.0;2.75
200;18;203119463;49.0;N;2.0;;;Y;;;;;;Y;;;;;;;;4.0;2;1.0;sick;6.0;sick;7.0;Because of the amount of 'cloud' covering the lungs;1.0;sick;5.0;sick;5.0;The lungs are very heavily covered;1.0;sick;5.0;sick;5.0;There is a large area covered;1.0;healt;5.0;healt;5.0;The lungs are not so cloudy;0.99;sick;6.0;sick;4.0;Can barely see the heart;1.0;sick;6.0;sick;7.0;There is a really large area covered in 'cloud' that the AI can pick up on.;1.0;sick;6.0;healt;2.0;Can still see spine and heart areas are quite bright;1.0;sick;6.0;sick;7.0;The AI would interpret the 'cloud' build up as pneumonia;1.0;sick;6.0;healt;4.0;The 'cloud' may be too light for the AI to see;1.0;sick;7.0;sick;7.0;The lungs are very heavily covered;1.0;sick;4.0;sick;4.0;Heart and spine are more obscured;1.0;healt;3.0;healt;4.0;The area is less cloudy;Spinal and heart area to see if they are fogged out;How bright the part of the xray showing the heart is;3.0;4.0;3.0;3.0;3.0;4.0;2.0;2.0;7.0;1.0;5.0;5.0;6.0;1.0;5.0;7.0;7.0;7.0;1.0;6.0;2.0;;;Y;;;;;1348.06;112.5;51.16;50.14;54.74;34.83;66.92;71.59;99.51;50.76;41.36;46.15;81.45;176.89;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;0;1;0;0;1;6;8;0;0.8333333333333334;0.5;0.6666666666666666;0.5;0.8333333333333334;5.083333333333333;4.75;5.75;63.42583333333334;3.3333333333333335;2.0;1.0;5.75;6.25
204;18;508432789;49.0;N;2.0;;;Y;;;;;;Y;Y;;;;;;;4.0;2;1.0;sick;6.0;sick;6.0;"The lungs look ""fuzzy""";1.0;sick;5.0;sick;5.0;"Image makes the lungs look ""fuzzy""";0.97;sick;5.0;sick;5.0;Fuzzy image. Clears when slider is moved.;1.0;sick;3.0;sick;2.0;Image clears when slider is moved,;0.92;sick;6.0;sick;5.0;Fuzzy image - clears when slider is moved.;1.0;sick;5.0;sick;4.0;Image is fuzzy (but is also fuzzy when the slider is moved, so I am not so sure!);1.0;sick;3.0;sick;1.0;Image looked fuzzy (but looked fuzzier when moved the slider, so I am really not at all sure);0.96;healt;1.0;healt;2.0;Although the image looks fuzzy, it gets much worse with the slider.;1.0;healt;2.0;healt;4.0;If you move the slider, the image gets a lot worse.;1.0;sick;1.0;healt;1.0;The image gets much fuzzier if the slider is moved (although it looks really bad to start with).;1.0;sick;5.0;sick;5.0;Fuzzy image.;1.0;healt;2.0;healt;2.0;Image gets fuzzier when slider is moved, although is not clear to start with.;"The amount of ""fuzziness"" in the image - so basically the amount of white in the lungs.";"The amount of ""dark"" clearness in the lungs.";2.0;2.0;2.0;2.0;4.0;3.0;2.0;2.0;1.0;1.0;4.0;4.0;4.0;1.0;4.0;4.0;4.0;4.0;1.0;3.0;2.0;Y;Y;Y;Y;;;Just using the counterimage does not seem enough information to me. Surely you could always create a counter-counter-image for some of the options  (the slightly fuzzy ones) where one is totally clear, and the other is totally fuzzy. This means that neither is useful to aid in decision making.;1441.6;105.84;68.03;40.15;43.25;61.88;90.91;66.5;51.78;56.23;72.48;39.87;54.77;245.0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;7;10;0;0.9166666666666666;0.5833333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;3.5;3.6;3.0;62.640833333333326;2.5;2.0;1.0;3.75;4.0
206;18;1584986443;45.0;N;2.0;;;Y;Y;;;;;;Y;Y;;;;;;5.0;2;1.0;sick;7.0;sick;7.0;;1.0;sick;7.0;sick;7.0;;1.0;sick;7.0;sick;7.0;;1.0;sick;7.0;sick;7.0;;1.0;sick;7.0;sick;7.0;;1.0;sick;7.0;sick;7.0;;1.0;healt;5.0;healt;5.0;;1.0;healt;7.0;healt;7.0;;1.0;healt;7.0;healt;7.0;;1.0;healt;6.0;healt;6.0;;1.0;healt;7.0;healt;7.0;;1.0;healt;6.0;healt;6.0;;I think that it pays attention to how clear the lungs look and if there are cloudy areas in the lungs, it pays attention to exactly where on the lungs it is cloudy.;I think that it looks for specific areas on the lungs to be clear to determine if the lungs are healthy or not.;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;10.0;1.0;6.0;6.0;6.0;1.0;6.0;6.0;6.0;7.0;1.0;7.0;5.0;Y;;Y;;;;This was very interesting to me. I very much enjoyed this.;1672.79;79.59;47.68;50.03;75.43;27.03;41.24;41.05;41.99;50.7;60.36;42.89;44.31;545.56;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;12;0;1.0;0.5;1.0;1.0;1.0;6.666666666666667;6.666666666666667;NaN;50.19166666666666;4.166666666666667;4.0;1.0;6.5;6.0
208;18;2129479255;39.0;N;1.0;;;Y;;;;;;;Y;;;;;;;5.0;2;1.0;sick;7.0;sick;7.0;;1.0;sick;7.0;sick;7.0;;1.0;sick;4.0;sick;5.0;;1.0;healt;5.0;healt;5.0;;1.0;sick;7.0;sick;7.0;;1.0;sick;6.0;sick;6.0;;1.0;healt;5.0;healt;5.0;;1.0;healt;7.0;healt;7.0;;1.0;healt;7.0;healt;7.0;;1.0;sick;7.0;sick;7.0;;1.0;healt;5.0;healt;5.0;;1.0;healt;5.0;healt;6.0;;"
Alveolls";"
Alveolls";4.0;5.0;4.0;3.0;3.0;4.0;4.0;4.0;8.0;1.0;2.0;5.0;3.0;2.0;4.0;4.0;3.0;2.0;2.0;2.0;4.0;Y;;;;;;;535.69;56.76;19.61;16.63;21.02;16.22;29.68;21.74;16.9;11.39;19.83;29.66;18.57;89.19;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1;8;10;0;1.0;0.6666666666666666;0.8333333333333334;0.6666666666666666;1.0;6.166666666666667;6.2;6.0;23.167500000000004;3.8333333333333335;4.0;1.6666666666666667;3.25;3.0
211;18;1019993383;52.0;N;2.0;;;;Y;;;;;;Y;;;;;;;4.0;2;1.0;sick;5.0;sick;5.0;The lungs look congested when slider is left and clearer when slider is right.;1.0;sick;6.0;sick;6.0;The lungs look congested when slider is left and clearer when slider is right.;1.0;sick;5.0;sick;5.0;The lungs look congested when slider is left and clearer when slider is right.;1.0;sick;5.0;sick;6.0;The lungs look congested when slider is left and clearer when slider is right.;1.0;healt;4.0;healt;3.0;The lungs look clear when slider is left and right.;1.0;sick;5.0;sick;5.0;The lungs look congested when slider is left and clearer when slider is right.;1.0;healt;3.0;healt;3.0;The lungs look congested when slider is right and clearer when slider is left.;1.0;healt;5.0;healt;5.0;The lungs look less congested when slider is left and more congested when slider is right.;1.0;healt;5.0;healt;6.0;The lungs look more congested when slider is right.;1.0;sick;6.0;healt;3.0;The lungs look more congested when is right.;1.0;sick;5.0;healt;6.0;The lungs look more congested when is right.;1.0;healt;6.0;healt;6.0;The lungs look congested when slider is right and clearer when slider is left.;If the x-ray is less clear when the slider is right.;If the x-ray is clearer when slider is left.;4.0;2.0;1.0;1.0;4.0;3.0;2.0;2.0;8.0;1.0;6.0;4.0;4.0;1.0;4.0;7.0;6.0;4.0;1.0;4.0;3.0;Y;;;;;;;1387.3;120.11;51.21;31.99;40.24;60.7;62.25;60.62;82.93;53.47;59.11;57.99;52.36;213.76;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;9;11;0;0.8333333333333334;0.75;0.9166666666666666;0.8333333333333334;1.0;4.916666666666667;5.090909090909091;3.0;61.08166666666667;2.5;2.0;1.0;4.0;5.75
213;18;1225074446;52.0;N;1.0;;;Y;;;;;;Y;;;;;;;;4.0;2;1.0;sick;7.0;sick;7.0;The image shows characteristics (cloudiness in the lung regions) which the AI will likely interpret as signifying pneumonia.;1.0;sick;7.0;sick;7.0;The right lung in the original image is heavily infected.;1.0;sick;7.0;sick;7.0;The lungs in the original image are clearly obscured indicating presence of pneumonia.;1.0;sick;6.0;sick;6.0;Right-side is very clear, the original image shows fluid indicators in the lower parts of the lung;1.0;sick;7.0;sick;7.0;Original image looks heavily infected.;1.0;sick;7.0;sick;7.0;The unmodified X-Ray image shows heavy congestion.;1.0;healt;7.0;healt;7.0;The lungs in the original appear clear.;1.0;sick;6.0;sick;5.0;The original image shows cloudiness characteristic of pneumonia. However the slider modifies to image to show a more serious case of the disease. ;1.0;healt;6.0;healt;6.0;The original image is quite clear, in contrast to the right-side when the slider is used.;1.0;healt;4.0;healt;4.0;The original image is pretty clouded but not so when compared with the right-hand image, which is almost totally obscured.;1.0;healt;5.0;healt;5.0;"Using the slider, the lungs are very congested; the original image is clear by comparison, though still shows some cloudiness.";1.0;healt;5.0;healt;5.0;The original image of the lungs is relatively clear.;Cloudiness in the lungs, characterized by dense white tendrils or blotches. The more opaque the image the more likely the presence of pneumonia.;Clarity in the image of the lungs. If there is little or no opaqueness, then pneumonia is probably not present.;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;9.0;1.0;4.0;1.0;3.0;1.0;3.0;5.0;3.0;2.0;1.0;2.0;5.0;Y;Y;Y;Y;Y;;;1938.14;117.61;49.21;64.5;112.97;70.61;53.36;40.09;131.31;58.21;167.07;85.59;60.15;351.71;1;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;5;11;0;1.0;0.4166666666666667;0.9166666666666666;1.0;0.8333333333333334;6.083333333333333;6.181818181818182;5.0;84.22333333333334;5.0;5.0;1.0;2.0;3.75
219;18;1933217702;45.0;;1.0;;;Y;Y;Y;Y;;;;Y;;;;;;;4.0;2;1.0;sick;6.0;sick;6.0;As I move the slider right, the lungs appear to clear up and, if this is the counterfactual, the decision ought to have been that the original image was classified as suffering from pneumonia.;1.0;sick;6.0;sick;6.0;The lungs get clearer when the slider is on the right, so the original should have been classified as having pneumonia.;1.0;sick;6.0;sick;6.0;The lungs are clearer when the slider is to the right, so the original should have been classified as having pneumonia.;1.0;sick;5.0;sick;6.0;The lungs get clearer when the slider is to the right, so the original ought to have been classified as having pneumonia.;1.0;sick;6.0;sick;6.0;As the slider moves to the right, the lungs are clearer.  The original is therefore the image with pneumonia.;1.0;sick;5.0;sick;6.0;Similar to the last image, the lungs clear up as I move the slider to the right, so when the slider is to the right this ought to have been classified as the 'not suffering' image, meaning that the original should have been classified as having pneumonia.;1.0;healt;4.0;healt;6.0;The lungs look clearer in the original image so the AI is likely to have classified this as the image that does not have pneumonia;1.0;healt;4.0;healt;6.0;The lungs are clearer in the original image, so it should be the one that is categorized as not having pneumonia;1.0;healt;4.0;healt;6.0;The image of the lungs is less dark when the slider is on the left, so it ought to have been classified as the image without pneumonia.;1.0;healt;1.0;healt;5.0;To my eyes pneumonia is present in both images.  However, even though the lungs look to be obstructed in the original, the counterfactual is worse, so when the slider is to the right the AI should have classified the image as having pneumonia. Logically the original should therefore have been classified as not having pneumonia.;1.0;healt;5.0;healt;6.0;The lungs look darker in the original so it should have been classified as the image that does not have pneumonia;1.0;healt;5.0;healt;6.0;The lungs look clearer (darker) in the original image.;It is looking for lighter patches within the areas it thinks are the lungs, and comparing the patterns it 'sees' to previously categorized examples.;It is looking for larger dark areas in the area of the lungs and comparing what it 'sees' to previously classified examples.;4.0;4.0;3.0;3.0;4.0;2.0;4.0;4.0;7.0;1.0;3.0;2.0;5.0;1.0;4.0;6.0;3.0;2.0;1.0;1.0;4.0;Y;Y;Y;Y;;;;2193.37;150.5;66.54;66.6;88.14;49.6;176.77;101.55;106.92;137.81;230.31;107.23;70.8;565.26;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;12;0;1.0;0.5;1.0;1.0;1.0;5.916666666666667;5.916666666666667;NaN;112.73083333333331;3.3333333333333335;4.0;1.0;2.25;4.25
223;18;998883898;29.0;;2.0;;;Y;;;;;I use voice assistant software/alexa and various search engines on a daily basis.;;Y;;;;;;;4.0;2;1.0;sick;6.0;sick;5.0;The lungs are less defined and mottled in the original image.;1.0;healt;4.0;sick;4.0;The x-ray is not as well defined on the right lung so i think the AI will have predicted pnemonia, however, the left lung doesn't seem to show any indication of pnemonia.;1.0;sick;5.0;sick;5.0;The images gets better using the slider so I think the AI will have predicted pneumonia. ;1.0;sick;4.0;sick;6.0;The images becomes darker when using the slider so I think the AI will have predicted pneumonia for the original image.;1.0;sick;6.0;sick;6.0;The lunges become clearer and more defined using the slider.;1.0;sick;6.0;sick;6.0;The image becomes better using the slider.;1.0;healt;6.0;healt;6.0;The original x-ray shows clearly defined lungs, whereas the image on the right does not.;1.0;healt;5.0;healt;6.0;The original image is clearer than the one on the right of the slider. ;1.0;healt;6.0;healt;6.0;The x-ray becomes worse with the slider.;1.0;healt;5.0;healt;6.0;The images gets worse using the slide so I think the AI will decide that this x-ray doesn't show pneumonia.;1.0;healt;7.0;healt;6.0;The lungs are well defined and clear and the images gets worse with the slider, so the AI will have not predicted pneumonia. ;1.0;healt;6.0;healt;6.0;The x-ray images becomes worse with the slider.;The tone of the x-ray, e.g. if it is lighter in colour and mottled.;The colour of the x-ra, e.g. if it is darker in tone or more defined.;5.0;5.0;4.0;5.0;5.0;4.0;4.0;4.0;7.0;1.0;5.0;4.0;5.0;1.0;6.0;5.0;5.0;5.0;1.0;6.0;4.0;Y;;Y;Y;;;No;3739.65;166.16;220.79;125.53;103.92;260.44;119.63;122.46;87.11;65.49;127.85;74.28;55.03;250.1;1;0;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;5;12;0;0.9166666666666666;0.4166666666666667;1.0;1.0;1.0;5.666666666666667;5.666666666666667;NaN;127.3908333333333;4.666666666666667;4.0;1.0;5.25;5.0
